2014-12-12,600784.SK,11500,8.67,Buy,0
2014-12-12,600152.SK,12000,8.73,CloseBuy,4052.2
2014-12-12,601002.SK,5400,18.31,Buy,0
2014-12-12,000703.SK,13400,7.72,CloseBuy,2730.1
2014-12-12,000737.SK,20400,4.99,CloseBuy,1226.5
2014-12-12,601718.SK,16500,6.04,Buy,0
2014-12-12,601106.SK,18300,5.44,Buy,0
2014-12-12,000709.SK,26300,3.8,Buy,0
2014-12-12,300121.SK,9600,9.44,CloseBuy,-9375.2
2014-12-12,002148.SK,4200,21.89,CloseBuy,-6683.4
2014-12-12,601009.SK,7800,12.75,Buy,0
2014-12-12,601608.SK,14200,7,Buy,0
2014-12-12,002624.SK,5000,21.41,CloseBuy,7958
2014-12-15,600774.SK,6200,15.89,Buy,0
2014-12-15,600806.SK,13500,7.37,Buy,0
2014-12-15,600611.SK,9500,10.5,Buy,0
2014-12-15,300131.SK,3400,29.23,Buy,0
2014-12-15,300231.SK,5100,19.5,Buy,0
2014-12-15,600376.SK,14200,7.29,CloseBuy,3213.7
2014-12-15,300059.SK,3200,31.2,Buy,0
2014-12-15,002657.SK,1600,59.89,Buy,0
2014-12-15,000783.SK,6800,14.64,Buy,0
2014-12-16,600720.SK,11200,9.99,CloseBuy,11761.3
2014-12-16,002532.SK,7900,12.25,CloseBuy,-3819.2
2014-12-16,601901.SK,7100,14.01,Buy,0
2014-12-16,600346.SK,11400,8.37,CloseBuy,-4675.8
2014-12-16,601555.SK,4900,20.39,Buy,0
2014-12-16,601377.SK,6900,14.38,Buy,0
2014-12-17,000768.SK,6700,17.84,CloseBuy,18847.2
2014-12-17,600635.SK,11400,8.76,Buy,0
2014-12-17,600895.SK,8400,11.69,CloseBuy,-2352.7
2014-12-17,600283.SK,6800,14.7,Buy,0
2014-12-17,002337.SK,5100,22.7,CloseBuy,15319.7
2014-12-17,601618.SK,33600,4.2,CloseBuy,39811.3
2014-12-17,000027.SK,8500,11.72,Buy,0
2014-12-17,600170.SK,15400,7.82,CloseBuy,19452.4
2014-12-17,600970.SK,9600,12.28,CloseBuy,17341.2
2014-12-17,300378.SK,2000,48.5,Buy,0
